v1,v2,v3,label
0.0010588817221464375,0.041994325324222134,2.19751284921695,0
0.019933472477280303,0.024448339405981637,3.6271118232905657,1
0.002303906783720725,0.29798828622026197,5.893041157386767,1
0.012354471366413466,0.6572590177549725,5.632345379764704,1
0.019952403679698198,0.6181141704182131,1.824996137560559,0
0.0042598910369641,0.01730242247379951,3.429347897754325,0
0.034803392924293845,0.11339627749072538,5.586541205431949,1
0.0388006719971083,0.15275326576334686,1.9089451191730051,0
0.013958000112878437,0.37846069190638204,4.850093531072989,1
0.01312001025581485,0.5024248825178896,2.9781521624244487,0
0.027241961321129684,0.3917849610177363,5.094706623989871,1
0.005391379985261748,0.0018770517150327737,2.695665717364488,0
0.020487946070019865,0.04087165656302068,2.3869742509779135,1
0.0012882554254114945,0.11814593199691052,4.062144185378571,1
0.0033978006541621124,0.25120180032779726,7.226957450390972,1
0.023294715728816983,0.09913571955170365,2.5827325843026685,0
0.00975793943688022,0.2655580236068017,1.9163734089703712,0
0.00438289574789834,0.03001256565227771,7.287078348652837,1
0.010635245519417654,0.36198258374616177,5.539473063763816,1
0.03294551114342996,0.20052100045165241,6.402448306548868,1
0.008629810638869785,0.05197908208165468,3.5786934538628254,1
0.009463251627289487,0.4483841789531353,6.121091747759932,1
0.003505118481982339,0.33886131858101914,0.23854740772651528,0
0.005165539650251461,0.11067101000370297,6.416099078767147,1
0.011925319796673868,0.40750313264977356,0.9606814527027265,0
0.03709817856724261,0.10414408239314772,4.797576098185139,1
0.0017934979721505252,0.013717000112467626,7.265727478491584,1
0.029544733430821146,0.3389929375867907,0.10137856176954463,0
0.024269541128675718,0.034144076074031124,0.8675748310816109,0
0.026849498556914448,0.2192305141848198,4.02329546037085,1
0.0060271276294436875,0.009782034730317538,3.199718164901919,0
0.013420661979228619,0.12743934178980681,3.9263122450746266,1
0.008377026170774526,0.39899563375427954,4.9301294055395095,1
0.021216042561075982,0.19128681476375414,3.7962867063551755,1
0.015381987858474,0.2642221449365666,2.0767679237212118,1
0.0003786758016544765,0.4339903317596179,0.9512969450356636,0
0.014857641950780417,0.37004322025260533,1.1794522731878305,0
0.040326203459207025,0.19118081004715315,0.03991091696351612,0
0.0009453898909900808,0.3584948645624638,2.4341574802297083,0
0.0358636362224491,0.31127667357086,5.454250787129865,1
0.018457084013716457,0.4347757855769334,1.9037214328250616,0
0.014139684795558893,0.2129736313089779,1.5217122059705714,0
0.016015856706934603,0.16864190713355548,7.730765381693489,1
